Protein,Protein Name,Gene Name,Function,ProteinGroup,FastaHeaders,Proteins,Peptides,RazorUniquePeptides,UniquePeptides,Coverage,MolWeight,LFQ intensity C-1,LFQ intensity C-2,LFQ intensity C-3,LFQ intensity T-1,LFQ intensity T-2,LFQ intensity T-3,Identified or Quantified
P05556,Integrin beta-1,ITGB1,"Integrins alpha-1/beta-1, alpha-2/beta-1, alpha-10/beta-1 and alpha-11/beta-1 are receptors for collagen. Integrins alpha-1/beta-1 and alpha-2/beta-2 recognize the proline-hydroxylated sequence G-F-P-G-E-R in collagen. Integrins alpha-2/beta-1, alpha-3/beta-1, alpha-4/beta-1, alpha-5/beta-1, alpha-8/beta-1, alpha-10/beta-1, alpha-11/beta-1 and alpha-V/beta-1 are receptors for fibronectin. Alpha-4/beta-1 recognizes one or more domains within the alternatively spliced CS-1 and CS-5 regions of fibronectin. Integrin alpha-5/beta-1 is a receptor for fibrinogen. Integrin alpha-1/beta-1, alpha-2/beta-1, alpha-6/beta-1 and alpha-7/beta-1 are receptors for lamimin. Integrin alpha-6/beta-1 (ITGA6:ITGB1) is present in oocytes and is involved in sperm-egg fusion (By similarity). Integrin alpha-4/beta-1 is a receptor for VCAM1. It recognizes the sequence Q-I-D-S in VCAM1. Integrin alpha-9/beta-1 is a receptor for VCAM1, cytotactin and osteopontin. It recognizes the sequence A-E-I-D-G-I-E-L in cytotactin. Integrin alpha-3/beta-1 is a receptor for epiligrin, thrombospondin and CSPG4. Alpha-3/beta-1 may mediate with LGALS3 the stimulation by CSPG4 of endothelial cells migration. Integrin alpha-V/beta-1 is a receptor for vitronectin. Beta-1 integrins recognize the sequence R-G-D in a wide array of ligands. Isoform 2 interferes with isoform 1 resulting in a dominant negative effect on cell adhesion and migration (in vitro). When associated with alpha-7/beta-1 integrin, regulates cell adhesion and laminin matrix deposition. Involved in promoting endothelial cell motility and angiogenesis. Involved in osteoblast compaction through the fibronectin fibrillogenesis cell-mediated matrix assembly process and the formation of mineralized bone nodules. May be involved in up-regulation of the activity of kinases such as PKC via binding to KRT1. Together with KRT1 and RACK1, serves as a platform for SRC activation or inactivation. Plays a mechanistic adhesive role during telophase, required for the successful completion of cytokinesis. Integrin alpha-3/beta-1 provides a docking site for FAP (seprase) at invadopodia plasma membranes in a collagen-dependent manner and hence may participate in the adhesion, formation of invadopodia and matrix degradation processes, promoting cell invasion. ITGA4:ITGB1 binds to fractalkine (CX3CL1) and may act as its coreceptor in CX3CR1-dependent fractalkine signaling (PubMed:23125415, PubMed:24789099). ITGA4:ITGB1 and ITGA5:ITGB1 bind to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1 (PubMed:18635536, PubMed:25398877). ITGA5:ITGB1 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G-D-dependent cell adhesion to FBN1 (PubMed:12807887, PubMed:17158881). ITGA5:ITGB1 is a receptor for IL1B and binding is essential for IL1B signaling (PubMed:29030430). ITGA5:ITGB3 is a receptor for soluble CD40LG and is required for CD40/CD40LG signaling (PubMed:31331973).",P05556;H7C4N8,ITB1_HUMAN Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2;H7C4N8_HUMAN Integrin beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=1,2,2,2,2,2.5,88.414,,,19864000,,,,Identified
Q0QEN7,ATP synthase subunit beta (Fragment),ATP5B,Produces ATP from ADP in the presence of a proton gradient across the membrane.,Q0QEN7;V9HW31;P06576;H0YH81;F8W079;F8W0P7;H0YI37,"Q0QEN7_HUMAN ATP synthase subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=ATP5B PE=2 SV=1;V9HW31_HUMAN ATP synthase subunit beta OS=Homo sapiens OX=9606 GN=HEL-S-271 PE=1 SV=1;ATPB_HUMAN ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 G",7,14,14,14,44.7,48.113,149690000,640390000,75620000,203860000,263530000,507630000,Quantified
P06737,"Glycogen phosphorylase, liver form",PYGL,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.",P06737;B2R825;E9PK47;B4DSD8;Q59GM9;P11216;Q6P1L4;Q8TDG6;H0Y4Z6,"PYGL_HUMAN Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4;B2R825_HUMAN Alpha-1,4 glucan phosphorylase OS=Homo sapiens OX=9606 PE=2 SV=1;E9PK47_HUMAN Alpha-1,4 glucan phosphorylase OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=1",9,18,18,15,19.5,97.147,437860000,418820000,489440000,450150000,454260000,458670000,Quantified
P07737,Profilin-1,PFN1,"Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations. By binding to PIP2, it inhibits the formation of IP3 and DG. Inhibits androgen receptor (AR) and HTT aggregation and binding of G-actin is essential for its inhibition of AR.",P07737;I3L3D5,PROF1_HUMAN Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2;I3L3D5_HUMAN Profilin (Fragment) OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=1,2,4,2,2,27.9,15.054,501540000,738490000,874950000,573780000,433580000,172180000,Quantified
P07996,Thrombospondin-1,THBS1,"Adhesive glycoprotein that mediates cell-to-cell and cell-to-matrix interactions. Binds heparin. May play a role in dentinogenesis and/or maintenance of dentin and dental pulp (By similarity). Ligand for CD36 mediating antiangiogenic properties. Plays a role in ER stress response, via its interaction with the activating transcription factor 6 alpha (ATF6) which produces adaptive ER stress response factors (By similarity).",P07996,TSP1_HUMAN Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2,1,38,1,0,39.6,129.38,,5744300,4824100,5611800,6521100,13326000,Quantified
V9HWE1,Epididymis luminal protein 113,HEL113,,V9HWE1;P08670;B0YJC4;Q53HU8;B3KRK8;B0YJC5;A0A1B0GTT5;H7C5W5;B3KWQ6;P41219;A0A1B0GVG8;Q96GE1;B4E192;B4DJW0;A0A1X7SBR3;A0A1W2PR46;P14136;A0A0S2Z4T0;B4DE66;F8W835;A0A1W2PRT3;Q59EM6;B4DR43;Q8TCR7;B3KXJ0;B3KQI5;E7EMV2;B4DJT7;E7ESP9;A5YM63;Q16352;P07196;P07197,V9HWE1_HUMAN Epididymis luminal protein 113 OS=Homo sapiens OX=9606 GN=HEL113 PE=2 SV=1;VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4;B0YJC4_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1;Q53HU8_HUMAN Vimentin variant (Fragment) OS=,33,38,38,31,71.5,53.651,27113000000,24090000000,30590000000,25590000000,23315000000,20952000000,Quantified
V9HWE0,Annexin,HEL-S-7,,V9HWE0;P08758;D6RBE9;D6RBL5;E9PHT9;B4DNG6;D6RCN3,V9HWE0_HUMAN Annexin OS=Homo sapiens OX=9606 GN=HEL-S-7 PE=2 SV=1;ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;D6RBE9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 S,7,14,14,14,48.4,35.936,1871100000,1730100000,1989800000,1944700000,1981900000,1756500000,Quantified
Q53G61,Small nuclear ribonucleoprotein polypeptide A variant (Fragment),,,Q53G61;Q53G21;P09661;Q9UEN1;O95485;H0YLR3;H0YMA0;H0YKK0;Q6NVW9,Q53G61_HUMAN Small nuclear ribonucleoprotein polypeptide A variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;Q53G21_HUMAN Small nuclear ribonucleoprotein polypeptide A variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;RU2A_HUMAN U2 small nuclear ri,9,2,2,2,11,28.401,4555400,4350400,5792800,5956600,4999400,,Quantified
Q71UI9,Histone H2A.V,H2AFV,"Variant histone H2A which replaces conventional H2A in a subset of nucleosomes. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling. May be involved in the formation of constitutive heterochromatin. May be required for chromosome segregation during cell division (By similarity).",Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386,H2AV_HUMAN Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AFV PE=1 SV=3;H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2;C9J0D1_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=1;A0A494C189_HUMAN Histone H2A OS=Homo sapiens OX=9606,5,4,2,2,31.2,13.509,38046000,21589000,33276000,10785000,28511000,26074000,Quantified
Q1ZYQ1,Tubulin alpha chain,TUBA2,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.",Q1ZYQ1;P0DPH8;P0DPH7;Q6PEY2,Q1ZYQ1_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA2 PE=2 SV=1;TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;TBA3E_HUMAN Tubulin al,4,12,1,1,40.4,49.959,,26817000,,,,,Identified
V9HWB4,Epididymis secretory sperm binding protein Li 89n,HEL-S-89n,,V9HWB4;P11021;B4DEF7,V9HWB4_HUMAN Epididymis secretory sperm binding protein Li 89n OS=Homo sapiens OX=9606 GN=HEL-S-89n PE=2 SV=1;BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,3,21,20,20,37.3,72.332,927040000,653370000,695160000,638500000,602020000,607710000,Quantified
P11055,Myosin-3,MYH3,Muscle contraction.,P11055;Q5GJ67;A0A087X0T3;A7E2Y1,MYH3_HUMAN Myosin-3 OS=Homo sapiens OX=9606 GN=MYH3 PE=1 SV=3;Q5GJ67_HUMAN Hypothetical rhabdomyosarcoma antigen MU-RMS-40.3 (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1,4,21,1,1,10.3,223.9,,,,,,,Identified
V9HW22,Epididymis luminal protein 33,HEL-S-72p,,V9HW22;P11142;E9PKE3;Q53GZ6;Q96IS6;B3KTV0;E9PNE6;Q53HF2;B4E1Q1;A8K7Q2;E9PN89;B4DTX2;E9PS65;Q96BE0;E9PLF4;A0A384MDT7;A0A024R6B5;P54652;E9PQQ4;E9PQK7;Q96H53;E9PM13;E9PI65;E9PPY6;Q9NZ87;Q9NWW3;E9PN25;B3KUS2;A4D111;A4D110;A1XP52,V9HW22_HUMAN Epididymis luminal protein 33 OS=Homo sapiens OX=9606 GN=HEL-S-72p PE=2 SV=1;HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSP,31,29,29,15,49.8,70.897,5362800000,4544200000,4760300000,5031000000,4686900000,4495900000,Quantified
Q59EZ3,Insulin-like growth factor 2 receptor variant (Fragment),,,Q59EZ3;P11717,Q59EZ3_HUMAN Insulin-like growth factor 2 receptor variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,2,3,3,3,1.5,266.11,,27071000,30312000,24558000,33629000,,Quantified
Q6FI35,Proliferating cell nuclear antigen,PCNA,This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand.,Q6FI35;Q6FHF5;P12004;B4DUA2;Q7Z6A3;Q7Z6A2;Q7Z6A1,Q6FI35_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1;Q6FHF5_HUMAN Proliferating cell nuclear antigen (Fragment) OS=Homo sapiens OX=9606 GN=PCNA PE=2 SV=1;PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=,7,4,4,4,21.1,28.715,44586000,45728000,41623000,44675000,37727000,39387000,Quantified
Q6I9V5,Epididymis secretory sperm binding protein,SLC25A6,,Q6I9V5;Q59EI9;P12236,"Q6I9V5_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 GN=SLC25A6 PE=2 SV=1;Q59EI9_HUMAN ADP,ATP carrier protein, liver isoform T2 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapien",3,9,1,0,29.2,32.866,,4586200,,2438600,2947400,,Quantified
P12270,Nucleoprotein TPR,TPR,"Component of the nuclear pore complex (NPC), a complex required for the trafficking across the nuclear envelope. Functions as a scaffolding element in the nuclear phase of the NPC essential for normal nucleocytoplasmic transport of proteins and mRNAs, plays a role in the establishment of nuclear-peripheral chromatin compartmentalization in interphase, and in the mitotic spindle checkpoint signaling during mitosis. Involved in the quality control and retention of unspliced mRNAs in the nucleus; in association with NUP153, regulates the nuclear export of unspliced mRNA species bearing constitutive transport element (CTE) in a NXF1- and KHDRBS1-independent manner. Negatively regulates both the association of CTE-containing mRNA with large polyribosomes and translation initiation. Does not play any role in Rev response element (RRE)-mediated export of unspliced mRNAs. Implicated in nuclear export of mRNAs transcribed from heat shock gene promoters; associates both with chromatin in the HSP70 promoter and with mRNAs transcribed from this promoter under stress-induced conditions. Modulates the nucleocytoplasmic transport of activated MAPK1/ERK2 and huntingtin/HTT and may serve as a docking site for the XPO1/CRM1-mediated nuclear export complex. According to some authors, plays a limited role in the regulation of nuclear protein export (PubMed:22253824 and PubMed:11952838). Plays also a role as a structural and functional element of the perinuclear chromatin distribution; involved in the formation and/or maintenance of NPC-associated perinuclear heterochromatin exclusion zones (HEZs). Finally, acts as a spatial regulator of the spindle-assembly checkpoint (SAC) response ensuring a timely and effective recruitment of spindle checkpoint proteins like MAD1L1 and MAD2L1 to unattached kinetochore during the metaphase-anaphase transition before chromosome congression. Its N-terminus is involved in activation of oncogenic kinases.",P12270;Q58F23;Q504U6;A0PJC9;Q5SWX9,TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3;Q58F23_HUMAN TPR protein (Fragment) OS=Homo sapiens OX=9606 GN=TPR PE=2 SV=1;Q504U6_HUMAN TPR protein (Fragment) OS=Homo sapiens OX=9606 GN=TPR PE=2 SV=1;A0PJC9_HUMAN TPR protein (Fragmen,5,4,4,4,1.9,267.29,8768800,10873000,11460000,14105000,12450000,9385200,Quantified
V9HWH2,Creatine kinase brain isoform 1,HEL-S-29,,V9HWH2;V9HW77;P12277;B4DP56;A0A0S2Z471;G3V4N7;G3V461;H0YJG0,V9HWH2_HUMAN Creatine kinase brain isoform 1 OS=Homo sapiens OX=9606 GN=HEL-S-29 PE=2 SV=1;V9HW77_HUMAN Epididymis luminal protein 211 OS=Homo sapiens OX=9606 GN=HEL-211 PE=2 SV=1;KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1;B,8,5,5,5,21.8,42.644,5624700,23211000,6532900,43583000,11949000,13172000,Quantified
V9HWC1,Epididymis luminal protein 71,HEL71,,V9HWC1;P12882;Q9UKX2;P13535,V9HWC1_HUMAN Epididymis luminal protein 71 OS=Homo sapiens OX=9606 GN=HEL71 PE=2 SV=1;MYH1_HUMAN Myosin-1 OS=Homo sapiens OX=9606 GN=MYH1 PE=1 SV=3;MYH2_HUMAN Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1;MYH8_HUMAN Myosin-8 OS=Homo sapiens OX=9606 GN,4,23,1,0,10.9,223.11,3475000,124620000,2539800,28800000,36836000,71226000,Quantified
P12883,Myosin-7,MYH7,"Myosins are actin-based motor molecules with ATPase activity essential for muscle contraction. Forms regular bipolar thick filaments that, together with actin thin filaments, constitute the fundamental contractile unit of skeletal and cardiac muscle.",P12883;A5YM51;Q59EV3;Q5GJ54;Q14905;Q2XUS2;Q6PJ55;A0A1B1HY30;A0A1B1HY29;B4DRV3;A0A1B1HY05;B4DFX9;B4E0I9;Q9H6N6;A0A1B1HY26;L0L5E6;O60661;A8CLL2;A8CLN2;A8CLK2;A6N933;A6N931;L0L1K4;A0A1B1HY13;Q1ED46;A0A191TDH1;J3QLR0;Q9Y2K3,"MYH7_HUMAN Myosin-7 OS=Homo sapiens OX=9606 GN=MYH7 PE=1 SV=5;A5YM51_HUMAN MYH7 protein (Fragment) OS=Homo sapiens OX=9606 GN=MYH7 PE=2 SV=1;Q59EV3_HUMAN Myosin, heavy polypeptide 7, cardiac muscle, beta variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1",28,84,84,19,44.1,223.09,338740000,10553000000,178630000,1776900000,3700000000,6772800000,Quantified
P13010,X-ray repair cross-complementing protein 5,XRCC5,"Single-stranded DNA-dependent ATP-dependent helicase. Has a role in chromosome translocation. The DNA helicase II complex binds preferentially to fork-like ends of double-stranded DNA in a cell cycle-dependent manner. It works in the 3'-5' direction. Binding to DNA may be mediated by XRCC6. Involved in DNA non-homologous end joining (NHEJ) required for double-strand break repair and V(D)J recombination. The XRCC5/6 dimer acts as regulatory subunit of the DNA-dependent protein kinase complex DNA-PK by increasing the affinity of the catalytic subunit PRKDC to DNA by 100-fold. The XRCC5/6 dimer is probably involved in stabilizing broken DNA ends and bringing them together (PubMed:12145306, PubMed:20383123, PubMed:7957065, PubMed:8621488). The assembly of the DNA-PK complex to DNA ends is required for the NHEJ ligation step. In association with NAA15, the XRCC5/6 dimer binds to the osteocalcin promoter and activates osteocalcin expression (PubMed:20383123). The XRCC5/6 dimer probably also acts as a 5'-deoxyribose-5-phosphate lyase (5'-dRP lyase), by catalyzing the beta-elimination of the 5' deoxyribose-5-phosphate at an abasic site near double-strand breaks. XRCC5 probably acts as the catalytic subunit of 5'-dRP activity, and allows to 'clean' the termini of abasic sites, a class of nucleotide damage commonly associated with strand breaks, before such broken ends can be joined. The XRCC5/6 dimer together with APEX1 acts as a negative regulator of transcription (PubMed:8621488). Plays a role in the regulation of DNA virus-mediated innate immune response by assembling into the HDP-RNP complex, a complex that serves as a platform for IRF3 phosphorylation and subsequent innate immune response activation through the cGAS-STING pathway.",P13010;Q53T09;C9JZ81;Q53TC2,XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3;Q53T09_HUMAN Uncharacterized protein XRCC5 (Fragment) OS=Homo sapiens OX=9606 GN=XRCC5 PE=4 SV=1,4,3,3,3,11.2,82.704,39883000,32544000,25442000,45152000,30306000,26871000,Quantified
P13533,Myosin-6,MYH6,Muscle contraction.,P13533,MYH6_HUMAN Myosin-6 OS=Homo sapiens OX=9606 GN=MYH6 PE=1 SV=5,1,79,18,17,40.5,223.73,19586000,1972100000,11372000,352460000,650390000,984990000,Quantified
P13929,Beta-enolase,ENO3,Appears to have a function in striated muscle development and regeneration.,P13929;E5RGZ4;E5RI09;E5RG95;K7EPM1;K7EKN2;B4DUJ6;D3DTL4;K7EP84;E5RJH5,ENOB_HUMAN Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5;E5RGZ4_HUMAN Beta-enolase (Fragment) OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=1;E5RI09_HUMAN Beta-enolase (Fragment) OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=1;E5RG95_HUMAN Beta-enolase (Fragm,10,5,3,3,17.1,46.986,167390000,234300000,174820000,166100000,178610000,350970000,Quantified
V9HWI0,Epididymis secretory protein Li 6,HEL-S-165mP,,V9HWI0;P14550;V9GYG2;V9GYP9;Q5T621,V9HWI0_HUMAN Epididymis secretory protein Li 6 OS=Homo sapiens OX=9606 GN=HEL-S-165mP PE=2 SV=1;AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3;V9GYG2_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapie,5,8,8,8,26.2,36.573,179040000,189220000,218600000,205230000,200290000,163120000,Quantified
V9HWB8,Pyruvate kinase,HEL-S-30,,V9HWB8;P14618;B4DNK4;B4DRT3;A0A024R5Z9;H3BTN5;A0A024R609;H3BQ34;Q8WUW7;Q504U3;H3BR70;H3BT25;H3BUW1;H3BTJ2;H3BN34;Q9UKK4;H3BQZ3;H3BU13;Q9UN47;A0A4D6DDG8;Q9NYI7;Q9UK31;B4DPM0;Q16716;Q16715;P30613,V9HWB8_HUMAN Pyruvate kinase OS=Homo sapiens OX=9606 GN=HEL-S-30 PE=1 SV=1;KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4;B4DNK4_HUMAN Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1;B4DRT3_HUMAN Pyruvate kinase OS=Homo sa,26,15,15,15,40.3,57.936,152450000,124330000,104770000,165040000,150250000,143820000,Quantified
Q5CAQ5,Epididymis secretory sperm binding protein,TRA1,,Q5CAQ5;V9HWP2;P14625;Q59FC6;B4DU71;B4DHT9;Q96GW1;A0A1W2PRR1;H0YIV0;B4DQX3;Q58FF3;Q58FF2;F8W026,Q5CAQ5_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 GN=TRA1 PE=2 SV=1;V9HWP2_HUMAN Epididymis luminal protein 35 OS=Homo sapiens OX=9606 GN=HEL-S-125m PE=2 SV=1;ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,13,24,24,24,30.7,92.339,526740000,302410000,389020000,289690000,304570000,261040000,Quantified
P14780,Matrix metalloproteinase-9,MMP9,May play an essential role in local proteolysis of the extracellular matrix and in leukocyte migration. Could play a role in bone osteoclastic resorption. Cleaves KiSS1 at a Gly-|-Leu bond. Cleaves type IV and type V collagen into large C-terminal three quarter fragments and shorter N-terminal one quarter fragments. Degrades fibronectin but not laminin or Pz-peptide.,P14780;B7Z507;B7Z747;B7Z7V0;B7Z8A9;Q9Y354,"MMP9_HUMAN Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3;B7Z507_HUMAN cDNA FLJ51036, highly similar to Matrix metalloproteinase-9 (EC3.4.24.35) OS=Homo sapiens OX=9606 PE=2 SV=1;B7Z747_HUMAN cDNA FLJ51120, highly similar to Matrix me",6,5,5,5,8.3,78.457,2291300000,2276500000,2609000000,2123700000,2216900000,1499300000,Quantified
